APT_ICAO,date,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,DLY_APT_ARR_1,FLT_ARR_1_DLY,FLT_ARR_1_DLY_15,DLY_APT_ARR_W_1,DLY_APT_ARR_D_1,type,latitude_deg,longitude_deg,elevation_ft,iso_country,iso_region,municipality,scheduled_service,year,month,month_name,day_of_week,is_weekend,quarter,season,delay_per_arr,pct_arr_delayed,pct_arr_delayed_15,weather_delay_min,weather_share,delay_level,is_outlier,month_start
EIDW,2023-01-21,Dublin,Ireland,259,259,518,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-21,Lisbon,Portugal,273,270,543,464,39,11,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Saturday,True,1,Winter,1.7185185185185186,0.14444444444444443,0.040740740740740744,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-22,Vienna,Austria,263,257,520,565,36,13,565,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Sunday,True,1,Winter,2.198443579766537,0.14007782101167315,0.05058365758754864,565,1.0,Medium,False,2023-01-01
EBBR,2023-01-22,Brussels,Belgium,213,198,411,9,1,0,9,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Sunday,True,1,Winter,0.045454545454545456,0.005050505050505051,0.0,9,1.0,Low,False,2023-01-01
EKCH,2023-01-22,Copenhagen - Kastrup,Denmark,243,238,481,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-22,Dublin,Ireland,280,281,561,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-22,Lisbon,Portugal,280,273,553,653,55,15,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Sunday,True,1,Winter,2.391941391941392,0.20146520146520147,0.054945054945054944,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-23,Vienna,Austria,265,270,535,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-23,Brussels,Belgium,194,209,403,360,32,8,360,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Monday,False,1,Winter,1.722488038277512,0.15311004784688995,0.03827751196172249,360,1.0,Medium,False,2023-01-01
EKCH,2023-01-23,Copenhagen - Kastrup,Denmark,283,277,560,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-23,Dublin,Ireland,261,264,525,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-23,Lisbon,Portugal,262,285,547,1104,100,25,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Monday,False,1,Winter,3.873684210526316,0.3508771929824561,0.08771929824561403,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-24,Vienna,Austria,204,201,405,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-24,Brussels,Belgium,190,194,384,23,6,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Tuesday,False,1,Winter,0.11855670103092783,0.030927835051546393,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-24,Copenhagen - Kastrup,Denmark,223,230,453,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-24,Dublin,Ireland,245,239,484,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-24,Lisbon,Portugal,232,233,465,430,33,10,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Tuesday,False,1,Winter,1.8454935622317596,0.14163090128755365,0.04291845493562232,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-25,Vienna,Austria,241,236,477,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-25,Brussels,Belgium,215,208,423,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-25,Copenhagen - Kastrup,Denmark,250,243,493,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-25,Dublin,Ireland,229,238,467,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-25,Lisbon,Portugal,247,231,478,105,12,1,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Wednesday,False,1,Winter,0.45454545454545453,0.05194805194805195,0.004329004329004329,0,0.0,Low,False,2023-01-01
LOWW,2023-01-26,Vienna,Austria,238,234,472,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-26,Brussels,Belgium,233,230,463,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-26,Copenhagen - Kastrup,Denmark,268,262,530,188,16,4,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Thursday,False,1,Winter,0.7175572519083969,0.061068702290076333,0.015267175572519083,0,0.0,Low,False,2023-01-01
EIDW,2023-01-26,Dublin,Ireland,260,260,520,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-26,Lisbon,Portugal,260,260,520,379,43,2,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Thursday,False,1,Winter,1.4576923076923076,0.16538461538461538,0.007692307692307693,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-27,Vienna,Austria,279,284,563,722,31,19,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Friday,False,1,Winter,2.5422535211267605,0.10915492957746478,0.06690140845070422,0,0.0,Medium,False,2023-01-01
EBBR,2023-01-27,Brussels,Belgium,222,209,431,88,10,1,88,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Friday,False,1,Winter,0.42105263157894735,0.04784688995215311,0.004784688995215311,88,1.0,Low,False,2023-01-01
EKCH,2023-01-27,Copenhagen - Kastrup,Denmark,274,283,557,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-27,Dublin,Ireland,292,294,586,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-27,Lisbon,Portugal,291,289,580,977,81,23,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Friday,False,1,Winter,3.3806228373702423,0.28027681660899656,0.07958477508650519,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-28,Vienna,Austria,203,209,412,195,18,5,195,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Saturday,True,1,Winter,0.9330143540669856,0.0861244019138756,0.023923444976076555,195,1.0,Low,False,2023-01-01
EBBR,2023-01-28,Brussels,Belgium,154,170,324,106,13,1,106,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Saturday,True,1,Winter,0.6235294117647059,0.07647058823529412,0.0058823529411764705,106,1.0,Low,False,2023-01-01
EKCH,2023-01-28,Copenhagen - Kastrup,Denmark,188,196,384,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-28,Dublin,Ireland,258,255,513,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-28,Lisbon,Portugal,272,270,542,555,48,13,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Saturday,True,1,Winter,2.0555555555555554,0.17777777777777778,0.04814814814814815,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-29,Vienna,Austria,258,252,510,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-29,Brussels,Belgium,204,192,396,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-29,Copenhagen - Kastrup,Denmark,249,238,487,291,39,2,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Sunday,True,1,Winter,1.2226890756302522,0.1638655462184874,0.008403361344537815,0,0.0,Medium,False,2023-01-01
EIDW,2023-01-29,Dublin,Ireland,285,283,568,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-29,Lisbon,Portugal,282,282,564,1160,92,32,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Sunday,True,1,Winter,4.113475177304965,0.3262411347517731,0.11347517730496454,0,0.0,Medium,False,2023-01-01
LOWW,2023-01-30,Vienna,Austria,258,267,525,347,47,6,347,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Monday,False,1,Winter,1.299625468164794,0.1760299625468165,0.02247191011235955,347,1.0,Medium,False,2023-01-01
EBBR,2023-01-30,Brussels,Belgium,183,196,379,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-30,Copenhagen - Kastrup,Denmark,288,285,573,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-30,Dublin,Ireland,275,273,548,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-30,Lisbon,Portugal,268,283,551,1510,120,38,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Monday,False,1,Winter,5.3356890459363955,0.42402826855123676,0.13427561837455831,0,0.0,High,False,2023-01-01
LOWW,2023-01-31,Vienna,Austria,214,208,422,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EBBR,2023-01-31,Brussels,Belgium,201,208,409,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EKCH,2023-01-31,Copenhagen - Kastrup,Denmark,241,240,481,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
EIDW,2023-01-31,Dublin,Ireland,243,243,486,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,1,Jan,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-01-01
LPPT,2023-01-31,Lisbon,Portugal,241,241,482,216,17,7,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,1,Jan,Tuesday,False,1,Winter,0.8962655601659751,0.07053941908713693,0.029045643153526972,0,0.0,Low,False,2023-01-01
LOWW,2023-02-01,Vienna,Austria,246,241,487,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-01,Brussels,Belgium,219,206,425,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EKCH,2023-02-01,Copenhagen - Kastrup,Denmark,259,262,521,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EIDW,2023-02-01,Dublin,Ireland,238,242,480,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-01,Lisbon,Portugal,247,235,482,0,0,0,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LOWW,2023-02-02,Vienna,Austria,247,249,496,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-02,Brussels,Belgium,237,233,470,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EKCH,2023-02-02,Copenhagen - Kastrup,Denmark,280,273,553,485,41,11,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Thursday,False,1,Winter,1.7765567765567765,0.15018315018315018,0.040293040293040296,0,0.0,Medium,False,2023-02-01
EIDW,2023-02-02,Dublin,Ireland,267,263,530,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-02,Lisbon,Portugal,262,255,517,650,46,20,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Thursday,False,1,Winter,2.549019607843137,0.1803921568627451,0.0784313725490196,0,0.0,Medium,False,2023-02-01
LOWW,2023-02-03,Vienna,Austria,289,290,579,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-03,Brussels,Belgium,222,215,437,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EKCH,2023-02-03,Copenhagen - Kastrup,Denmark,287,293,580,1148,60,30,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Friday,False,1,Winter,3.9180887372013653,0.20477815699658702,0.10238907849829351,0,0.0,Medium,False,2023-02-01
EIDW,2023-02-03,Dublin,Ireland,304,305,609,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-03,Lisbon,Portugal,293,296,589,2004,134,50,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Friday,False,1,Winter,6.77027027027027,0.4527027027027027,0.16891891891891891,0,0.0,High,False,2023-02-01
LOWW,2023-02-04,Vienna,Austria,207,211,418,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-04,Brussels,Belgium,156,168,324,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EKCH,2023-02-04,Copenhagen - Kastrup,Denmark,195,205,400,51,7,1,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Saturday,True,1,Winter,0.24878048780487805,0.03414634146341464,0.004878048780487805,0,0.0,Low,False,2023-02-01
EIDW,2023-02-04,Dublin,Ireland,269,269,538,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Saturday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-04,Lisbon,Portugal,276,274,550,384,32,9,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Saturday,True,1,Winter,1.4014598540145986,0.11678832116788321,0.032846715328467155,0,0.0,Medium,False,2023-02-01
LOWW,2023-02-05,Vienna,Austria,254,245,499,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-05,Brussels,Belgium,216,210,426,36,4,1,36,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Sunday,True,1,Winter,0.17142857142857143,0.01904761904761905,0.004761904761904762,36,1.0,Low,False,2023-02-01
EKCH,2023-02-05,Copenhagen - Kastrup,Denmark,255,244,499,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EIDW,2023-02-05,Dublin,Ireland,293,296,589,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-05,Lisbon,Portugal,280,281,561,0,0,0,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Sunday,True,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LOWW,2023-02-06,Vienna,Austria,247,260,507,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-06,Brussels,Belgium,204,221,425,502,29,15,502,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Monday,False,1,Winter,2.271493212669683,0.13122171945701358,0.06787330316742081,502,1.0,Medium,False,2023-02-01
EKCH,2023-02-06,Copenhagen - Kastrup,Denmark,287,288,575,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EIDW,2023-02-06,Dublin,Ireland,264,270,534,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Monday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-06,Lisbon,Portugal,276,291,567,589,50,13,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Monday,False,1,Winter,2.0240549828178693,0.1718213058419244,0.044673539518900345,0,0.0,Medium,False,2023-02-01
LOWW,2023-02-07,Vienna,Austria,202,195,397,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-07,Brussels,Belgium,204,201,405,54,9,1,54,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Tuesday,False,1,Winter,0.26865671641791045,0.04477611940298507,0.004975124378109453,54,1.0,Low,False,2023-02-01
EKCH,2023-02-07,Copenhagen - Kastrup,Denmark,246,249,495,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EIDW,2023-02-07,Dublin,Ireland,236,238,474,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Tuesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-07,Lisbon,Portugal,238,234,472,296,19,9,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Tuesday,False,1,Winter,1.264957264957265,0.0811965811965812,0.038461538461538464,0,0.0,Medium,False,2023-02-01
LOWW,2023-02-08,Vienna,Austria,237,226,463,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-08,Brussels,Belgium,216,219,435,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EKCH,2023-02-08,Copenhagen - Kastrup,Denmark,267,266,533,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EIDW,2023-02-08,Dublin,Ireland,249,250,499,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Wednesday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-08,Lisbon,Portugal,260,254,514,429,36,8,429,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Wednesday,False,1,Winter,1.688976377952756,0.14173228346456693,0.031496062992125984,429,1.0,Medium,False,2023-02-01
LOWW,2023-02-09,Vienna,Austria,238,239,477,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-09,Brussels,Belgium,233,242,475,0,0,0,0,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EKCH,2023-02-09,Copenhagen - Kastrup,Denmark,292,286,578,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EIDW,2023-02-09,Dublin,Ireland,267,264,531,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Thursday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-09,Lisbon,Portugal,271,267,538,360,36,7,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Thursday,False,1,Winter,1.348314606741573,0.1348314606741573,0.026217228464419477,0,0.0,Medium,False,2023-02-01
LOWW,2023-02-10,Vienna,Austria,293,293,586,0,0,0,0,0,large_airport,48.110298,16.5697,600.0,AT,AT-9,Vienna,yes,2023,2,Feb,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EBBR,2023-02-10,Brussels,Belgium,255,229,484,306,22,8,306,0,large_airport,50.901402,4.48444,175.0,BE,BE-VBR,Zaventem,yes,2023,2,Feb,Friday,False,1,Winter,1.3362445414847162,0.09606986899563319,0.034934497816593885,306,1.0,Medium,False,2023-02-01
EKCH,2023-02-10,Copenhagen - Kastrup,Denmark,298,309,607,0,0,0,0,0,large_airport,55.617900848389,12.656000137329,17.0,DK,DK-84,Copenhagen,yes,2023,2,Feb,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
EIDW,2023-02-10,Dublin,Ireland,351,353,704,0,0,0,0,0,large_airport,53.428713,-6.262121,242.0,IE,IE-D,Dublin,yes,2023,2,Feb,Friday,False,1,Winter,0.0,0.0,0.0,0,0.0,Low,False,2023-02-01
LPPT,2023-02-10,Lisbon,Portugal,295,298,593,1258,68,34,0,0,large_airport,38.7813,-9.13592,374.0,PT,PT-11,Lisbon,yes,2023,2,Feb,Friday,False,1,Winter,4.221476510067114,0.22818791946308725,0.11409395973154363,0,0.0,Medium,False,2023-02-01
